FoodID,Food Code,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,CountryCode,FoodDateOfEntry,FoodDateOfPublication,ScientificName
3048,3048,15,0,"Fish, sablefish (black cod), smoked","Poisson, morue charbonnière, fumée",15075,1989-01-01,,
3183,3183,15,0,"Fish, salmon, atlantic, farmed, baked or broiled","Poisson, saumon, atlantique, élevage, au four ou grillé",15237,1994-01-01,,
3182,3182,15,3,"Fish, salmon, atlantic, farmed, raw","Poisson, saumon, atlantique, élevage, cru",15236,1994-01-01,,Salmo salar L.
3156,3156,15,0,"Fish, salmon, atlantic, wild, baked or broiled","Poisson, saumon, atlantique, sauvage, au four ou grillé",15209,1994-01-01,,
3049,3049,15,3,"Fish, salmon, atlantic, wild, raw","Poisson, saumon, atlantique, sauvage, cru",15076,1989-01-01,,Salmo salar L.
3157,3157,15,0,"Fish, salmon, chinook (spring), baked or broiled","Poisson, saumon, quinnat (printemps, royal), au four ou grillé",15210,1994-01-01,,
3051,3051,15,0,"Fish, salmon, chinook (spring), raw","Poisson, saumon, quinnat (de printemps, roi), cru",15078,1989-01-01,,Oncorhynchus tshawytscha (Walbaum)
3050,3050,15,3,"Fish, salmon, chinook (spring), smoked","Poisson, saumon, quinnat, fumé",15077,1989-01-01,,
3129,3129,15,0,"Fish, salmon, chinook (spring), smoked, lox","Poisson, saumon, quinnat, fumé, lox",15179,1989-01-01,,
3158,3158,15,0,"Fish, salmon, chum (keta), baked or broiled","Poisson, saumon, kéta, au four ou grillé",15211,1994-01-01,,
3130,3130,15,0,"Fish, salmon, chum (keta), canned, drained solids with bone, unsalted","Poisson, saumon, kéta, conserve, égoutté, avec arêtes, sans sel",15180,1989-01-01,,
3218,3218,15,3,"Fish, salmon, chum (keta), canned, drained, solids with bone, salted","Poisson, saumon, kéta, conserve, égoutté, avec arêtes, salé",15080,1989-01-01,,
3227,3227,15,3,"Fish, salmon, chum (keta), poached","Poisson, saumon, kéta, poché",15279,1989-01-01,,
3217,3217,15,3,"Fish, salmon, chum (keta), raw","Poisson, saumon, kéta, cru",15079,1989-01-01,,Oncorhynchus keta (Walbaum)
3185,3185,15,0,"Fish, salmon, coho, farmed, baked or broiled","Poisson, saumon, coho, élevage, au four ou grillé",15239,1994-01-01,,
3184,3184,15,0,"Fish, salmon, coho, farmed, raw","Poisson, saumon, coho, élevage, cru",15238,1994-01-01,,Oncorhynchus kisutch (Walbaum)
3193,3193,15,0,"Fish, salmon, coho, wild, baked or broiled","Poisson, saumon, coho, sauvage, au four ou grillé",15247,1994-01-01,,
3220,3220,15,3,"Fish, salmon, coho, wild, poached","Poisson, saumon, coho, sauvage, poché",15082,1989-01-01,,
3219,3219,15,3,"Fish, salmon, coho, wild, raw","Poisson, saumon, coho, sauvage, cru",15081,1994-01-01,,Oncorhynchus kisutch (Walbaum)
5928,5928,15,28,"Fish, salmon, native, eggs, raw","Poisson, saumon, autochtone, oeufs, cru",,2005-06-28,,
5896,5896,15,28,"Fish, salmon, native, king or chinook, kippered, canned","Poisson, saumon, autochtone, royal ou quinnat, légèrement salé et fumé, conserve",35065,2005-03-04,2005-03-01,Oncorhynchus tshawytscha
5899,5899,15,28,"Fish, salmon, native, king or chinook, liver","Poisson, saumon, autochtone, royal ou quinnat, foie",35068,2005-03-04,2005-03-01,Oncorhynchus tshawytscha
5898,5898,15,28,"Fish, salmon, native, king or chinook, smoked, brined","Poisson, saumon, autochtone, royal ou quinnat, fumé, saumuré",35067,2005-03-04,2005-03-01,Oncorhynchus tshawytscha
5897,5897,15,28,"Fish, salmon, native, king or chinook, smoked, canned","Poisson, saumon, autochtone, royal ou quinnat, fumé, conserve",35066,2005-03-04,2005-03-01,Oncorhynchus tshawytscha
5895,5895,15,28,"Fish, salmon, native, tipnuk, fermented","Poisson, saumon, autochtone, tipnuk, fermenté",35064,2005-03-04,2005-03-01,
3159,3159,15,0,"Fish, salmon, pink (humpback), baked or broiled","Poisson, saumon, rose, au four ou grillé",15212,1994-01-01,,
3222,3222,15,0,"Fish, salmon, pink (humpback), canned, solids with bone and liquid, salted","Poisson, saumon, rose, conserve, avec chair et arêts et liquide, salé",15084,1989-01-01,,
3225,3225,15,3,"Fish, salmon, pink (humpback), canned, solids with bone and liquid, unsalted","Poisson, saumon, rose, conserve, chair avec arêtes et liquide, sans sel",15181,1989-01-01,,
3228,3228,15,3,"Fish, salmon, pink (humpback), poached","Poisson, saumon, rose, poché",15283,1989-01-01,,
3221,3221,15,3,"Fish, salmon, pink (humpback), raw","Poisson, saumon, rose, cru",15083,1989-01-01,,Oncorhynchus gorbuscha (Walbaum)
5965,5965,15,0,"Fish, salmon, pink, canned, drained solids with bone","Poisson, saumon, rose, conserve, chair avec arêtes",15260,2006-02-27,2005-08-01,
3053,3053,15,0,"Fish, salmon, sockeye (red), baked or broiled","Poisson, saumon, rouge (sockeye), cuit au four ou grillé",15086,1989-01-01,,
3226,3226,15,3,"Fish, salmon, sockeye (red), canned, drained solids with bone, unsalted","Poisson, saumon, rouge (sockeye), conserve, égoutté avec arêtes, sans sel",15182,1989-01-01,,
3223,3223,15,0,"Fish, salmon, sockeye (red), canned, drained solids, salted","Poisson, saumon, rouge (sockeye), conserve, égoutté, salé",15087,1989-01-01,,
3052,3052,15,3,"Fish, salmon, sockeye (red), raw","Poisson, saumon, rouge (sockeye), cru",15085,1994-01-01,,Oncorhynchus nerka (Walbaum)
3203,3203,15,3,"Fish, sardine, Atlantic, canned in oil, drained solids with bone","Poisson, sardine, Atlantique, conserve, dans l' huile, égoutté avec arêtes",15088,1989-01-01,,Clupea harengus harengus L.
3054,3054,15,0,"Fish, sardine, pacific, canned in tomato sauce, drained with bones","Poisson, sardines, Pacifique, conserve, avec sauce tomate, égouttées, avec arêtes",15089,1989-01-01,,Sardinops spp
3235,3235,15,23,"Fish, sauger (yellow walleye), raw","Poisson, doré noir, cru",,1990-01-01,,
5919,5919,15,28,"Fish, sculpin, native, raw","Poisson, chabot, autochtone, cru",,2005-04-21,,Acanthocottus groenlandicus
3160,3160,15,0,"Fish, scup (porgy), baked or broiled","Poisson, spare doré, au four ou grillé",15213,1994-01-01,,
3055,3055,15,0,"Fish, scup (porgy), raw","Poisson, spare doré, cru",15090,1989-01-01,,Stenotomus chrysops L.
3057,3057,15,0,"Fish, sea bass, mixed species, baked or broiled","Poisson, bar commun (serran), espèces diverses, cuites au four ou grillées",15092,1989-01-01,,
3056,3056,15,0,"Fish, sea bass, mixed species, raw","Poisson, bar commun (serran), espèces diverses, crues",15091,1989-01-01,,Centropristes striata L. and Lateolabrax japonicus (Cuvier)
3161,3161,15,0,"Fish, seatrout (weakfish), mixed species, baked or broiled","Poisson, truite saumonée, espèces diverses, au four ou grillée",15214,1994-01-01,,
3058,3058,15,0,"Fish, seatrout (weakfish), mixed species, raw","Poisson, truite de mer, espèces diverses, crues",15093,1989-01-01,,Cynoscion spp.
3162,3162,15,0,"Fish, shad, American, baked or broiled","Poisson, alose, au four ou grillée",15215,1994-01-01,,
3059,3059,15,0,"Fish, shad, American, raw","Poisson, alose, crue",15094,1989-01-01,,Alosa sapidissima (Wilson)
3061,3061,15,0,"Fish, shark (dogfish), mixed species, battered and fried","Poisson, requin (aiguillat), espèces diverses, panure avec pâte et frites",15096,1989-01-01,,
3060,3060,15,3,"Fish, shark (dogfish), mixed species, raw","Poisson, requin, (aiguillat), espèces diverses, crues",15095,1989-01-01,,Squaliformes
3063,3063,15,0,"Fish, sheepshead, baked or broiled","Poisson, malachigan d'eau douce (""sheepshead""), cuit au four ou grillé",15098,1989-01-01,,
3062,3062,15,0,"Fish, sheepshead, raw","Poisson, malachigan d'eau douce (""sheepshead""), cru",15097,1989-01-01,,Archosargus probatocephalus (Walbaum)
6264,6264,15,0,"Fish, smelt, dried","Poisson, éperlan, séché",35184,2006-11-29,2006-11-01,
3065,3065,15,0,"Fish, smelt, rainbow (american, capelin), baked or broiled","Poisson, éperlan, arc-en-ciel (d'amérique), cuit au four ou grillé",15100,1989-01-01,,
3064,3064,15,0,"Fish, smelt, rainbow (american, capelin), raw","Poisson, éperlan, arc-en-ciel (d'amérique), cru",15099,1989-01-01,,Osmerus mordax (Mitchill)
3067,3067,15,0,"Fish, snapper, mixed species, baked or broiled","Poisson, vivaneau, espèces diverses, cuites au four ou grillées",15102,1989-01-01,,
3066,3066,15,0,"Fish, snapper, mixed species, raw","Poisson, vivaneau, espèces diverses, crues",15101,1989-01-01,,Lutjanidae
3163,3163,15,0,"Fish, spot, baked or broiled","Poisson, tambour croca, au four ou grillé",15216,1994-01-01,,
3068,3068,15,0,"Fish, spot, raw","Poisson, tambour croca, cru",15103,1989-01-01,,Leiostomus xanthuras Lacepede
6262,6262,15,0,"Fish, steelhead trout, boiled, canned","Poisson, truite arc-en-ciel anadrome, bouillie, en conserve",35181,2006-11-29,2006-11-01,
6261,6261,15,0,"Fish, steelhead trout, meat, dried","Poisson, truite arc-en-ciel anadrome, viande, séchée",35180,2006-11-29,2006-11-01,
3070,3070,15,0,"Fish, sturgeon, mixed species, baked or broiled","Poisson, esturgeon, espèces diverses, cuites au four ou grillées",15105,1989-01-01,,
3069,3069,15,0,"Fish, sturgeon, mixed species, raw","Poisson, esturgeon, espèces diverses, crues",15104,1989-01-01,,Acipenser spp.
3071,3071,15,0,"Fish, sturgeon, mixed species, smoked","Poisson, esturgeon, espèces diverses, fumées",15106,1989-01-01,,
3165,3165,15,0,"Fish, sunfish, pumpkin seed, baked or broiled","Poisson, crapet-soleill, cuit au four ou grillé",15218,1994-01-01,,
3073,3073,15,0,"Fish, sunfish, pumpkin seed, raw","Poisson, crapet-soleil, cru",15108,1989-01-01,,Lepomis gibbosus (L.)
3074,3074,15,0,"Fish, surimi","Poisson, surimi",15109,1989-01-01,,
3076,3076,15,0,"Fish, swordfish, baked or broiled","Poisson, espadon, cuit ar four ou grillé",15111,1989-01-01,,
3075,3075,15,0,"Fish, swordfish, raw","Poisson, espadon, cru",15110,1989-01-01,,Xiphias gladius L.
5967,5967,15,0,"Fish, tilapia, baked or broiled","Poisson, tilapia, au four ou grillé",15262,2006-02-27,2005-08-01,
5966,5966,15,0,"Fish, tilapia, raw","Poisson, tilapia, cru",15261,2006-02-27,2005-08-01,
3078,3078,15,0,"Fish, tilefish, baked or broiled","Poisson, tile, cuit au four ou grillé",15113,1989-01-01,,
3077,3077,15,0,"Fish, tilefish, raw","Poisson, tile, cru",15112,1989-01-01,,Lopholatilus chamaeleonticeps Goode and Bean
3215,3215,15,3,"Fish, trout, mixed species, baked or broiled","Poisson, truite, espèces diverses, au four ou grillées",15219,1994-01-01,,
3204,3204,15,3,"Fish, trout, mixed species, raw","Poisson, truite, espèces diverses, crues",15114,1994-01-01,,Salmonidae
3187,3187,15,0,"Fish, trout, rainbow, farmed, baked or broiled","Poisson, truite, arc-en-ciel, élevage, au four ou grillée",15241,1994-01-01,,
3186,3186,15,0,"Fish, trout, rainbow, farmed, raw","Poisson, truite, arc-en-ciel, élevage, crue",15240,1994-01-01,,Salmo gairdneri Richardson
3206,3206,15,3,"Fish, trout, rainbow, wild, baked or broiled","Poisson, truite, arc-en-ciel, au four ou grillée",15116,1994-01-01,,
3205,3205,15,3,"Fish, trout, rainbow, wild, raw","Poisson, truite, arc-en-ciel, sauvage, crue",15115,1994-01-01,,Salmo gairdneri Richardson
3080,3080,15,0,"Fish, tuna, bluefin, fresh, baked or broiled","Poisson, thon rouge, frais, cuit au four ou grillé",15118,1989-01-01,,
3079,3079,15,0,"Fish, tuna, bluefin, fresh, raw","Poisson, thon rouge, frais, cru",15117,1989-01-01,,Thunnus thynnus (L.)
3207,3207,15,3,"Fish, tuna, light, canned in oil, drained, salted","Poisson, thon, chair pale, conserve, dans l'huile, égoutté, salé",15119,1989-01-01,,
3214,3214,15,3,"Fish, tuna, light, canned in oil, drained, unsalted","Poisson, thon, chair pale, conserve, dans l'huile, égoutté, sans sel",15183,1989-01-01,,
3081,3081,15,3,"Fish, tuna, light, canned in water, drained, salted","Poisson, thon, chair pale, conserve, dans l'eau, égoutté, salé",15121,1994-01-01,,
3131,3131,15,0,"Fish, tuna, light, canned in water, drained, unsalted","Poisson, thon, chair pale, conserve, dans l'eau, égoutté, sans sel",15184,1994-01-01,,
3166,3166,15,0,"Fish, tuna, skipjack (aku), baked or broiled","Poisson, bonite à ventre rayé, au four ou grillé",15220,1994-01-01,,
3082,3082,15,0,"Fish, tuna, skipjack (aku), fresh, raw","Poisson, bonite à ventre rayé, frais, cru",15123,1989-01-01,,Euthynnus pelamis (L.)
3083,3083,15,0,"Fish, tuna, white, canned with oil, drained, salted","Poisson, thon, chair blanche, conserve à l'huile, égoutté, salé",15124,1989-01-01,,
3132,3132,15,0,"Fish, tuna, white, canned with oil, drained, unsalted","Poisson, thon, chair blanche, conserve dans l'huile, égoutté, sans sel",15185,1994-01-01,,
3084,3084,15,3,"Fish, tuna, white, canned with water, drained, salted","Poisson, thon, chair blanche, conserve, dans l'eau, égoutté, salé",15126,1995-01-01,,
3133,3133,15,0,"Fish, tuna, white, canned with water, drained, unsalted","Poisson, thon, chair blanche, conserve, dans l'eau, égoutté, sans sel",15186,1995-01-01,,
3167,3167,15,0,"Fish, tuna, yellowfin (albacore, ahi), baked or broiled","Poisson, thon à nageoires jaunes (albacore), cuit au four ou grillé",15221,1994-01-01,,
3085,3085,15,3,"Fish, tuna, yellowfin (albacore, ahi), fresh, raw","Poisson, thon à nageoires jaunes (albacore), frais, cru",15127,1989-01-01,,Thunnus albacares (Bonnaterre)
3168,3168,15,0,"Fish, turbot, european, baked or broiled","Poisson, turbot, européen, au four ou grillé",15222,1994-01-01,,
3087,3087,15,0,"Fish, turbot, european, raw","Poisson, turbot, européen, cru",15129,1989-01-01,,Scophthalmus maximus (L.)
3088,3088,15,28,"Fish, whitefish, lake, mixed species, native, smoked","Poisson, corégone de lac, espèces diverses, autochtone, fumées",15131,1989-01-01,,Coregonus spp.
3169,3169,15,28,"Fish, whitefish, lake, native, baked","Poisson, corégone de lac, autochtone, au four",15223,1994-01-01,,Coregonus clupeaformis
3208,3208,15,28,"Fish, whitefish, lake, native, raw","Poisson, corégone de lac, autochtone, crues",15130,1989-01-01,,Coregonus clupeaformis
5925,5925,15,28,"Fish, whitefish, native, eggs, baked","Poisson, corégone de lac, autochtone, oeufs, au four",,2005-06-23,,Coregonus clupeaformis
5927,5927,15,28,"Fish, whitefish, native, esophagus, raw","Poisson, corégone de lac, autochtone, oesophage, cru",,2005-06-28,,Coregonus clupeaformis
5926,5926,15,28,"Fish, whitefish, native, head, baked","Poisson, corégone de lac, autochtone, tête, au four",,2005-06-23,,Coregonus clupeaformis
5924,5924,15,28,"Fish, whitefish, native, smoked, baked","Poisson, corégone de lac, autochtone, fumées, au four",,2005-06-23,,Coregonus clupeaformis
5923,5923,15,28,"Fish, whitefish, native, smoked, dried","Poisson, corégone de lac, autochtone, fumé, déshydraté",,2005-06-23,,Coregonus clupeaformis
3171,3171,15,0,"Fish, yellowtail, mixed species, baked or broiled","Poisson, seriole, espèces diverses, au four ou grillées",15225,1994-01-01,,
3092,3092,15,0,"Fish, yellowtail, mixed species, raw","Poisson, sériole, espèces diverses, crues",15135,1989-01-01,,Seriola spp.
4409,4409,20,0,"Grains, amaranth, raw","Grains céréaliers, amarante, cru",20001,1990-01-01,,amaranthus spp.
4495,4495,20,3,"Grains, quinoa, dry","Grains céréaliers, quinoa, sec",20035,1990-01-01,,Chenopodium quinoa Willd.
6191,6191,20,0,"Grains, spelt, uncooked","Grains céréaliers, épeautre, non cuit",20140,2006-11-17,,
6193,6193,20,0,"Grains, teff, uncooked","Grains céréaliers, teff, non cuit",20142,2006-11-20,,
4501,4501,20,38,"Grains, wheat flour, white, all purpose, bleached","Grains céréaliers, farine de blé, blanche, tout usage, blanchie",,1990-01-01,,
4437,4437,20,0,"Grains, wheat, hard red winter","Grains céréaliers, blé de force roux d'hiver (blé vitreux roux d'hiver)",20072,1990-01-01,,Triticum aestivum L.
1942,1942,7,0,"Ham, extra lean, canned","Jambon, extra maigre, en conserve",10137,1996-01-01,,
1862,1862,7,0,"Ham, lean, canned","Jambon, maigre, en conserve",10184,1985-01-01,,
1865,1865,7,0,"Ham, regular (13% fat), canned","Charcuterie, jambon,  régulier (13% M.G.), en conserve",10140,1985-01-01,,
5599,5599,11,35,"Hearts of palm, raw","Coeurs de palmier, crus",43392,2004-03-09,2003-08-01,
4778,4778,14,30,"Hot chocolate, cocoa, without sugar, mix, powder","Chocolat chaud, cacao, sans sucre ajouté, mélange sec",,2000-12-13,1997-04-01,
4284,4284,19,0,"Icing (frosting), vanilla (white), creamy, dry mix, prepared with butter","Glaçage, vanille (blanc), crémeux, mélange sec, préparé avec beurre",19245,1994-01-01,,
4336,4336,19,0,"Icing (frosting), vanilla (white), creamy, dry mix, prepared with margarine","Glaçage, vanille (blanc), crémeux, mélange sec, préparé avec margarine",19371,1994-01-01,,
4283,4283,19,0,"Icing (frosting), vanilla (white), creamy, dry mix, unprepared","Glaçage, vanille (blanc), crémeux, mélange sec, non préparé",19244,1994-01-01,,
501829,6606,18,0,"Indian, bread, naan","Indien, pain naan",28307,2009-05-05,,
5492,5492,16,35,"Indian, papad (papadum)","Indien, papad (papadum)",42200,2004-03-09,2003-08-01,
501978,6751,22,36,"Indien, samosa, vegetarian","Indien, samosa (samoussa), végétarien",,2009-07-08,,
5558,5558,14,35,"Instant breakfast, powder, chocolate, sugar-free, with artificial sweetener","Déjeuner instantané, poudre, chocolat, sans sucre, avec édulcorant",43260,2004-03-09,2003-08-01,
5586,5586,11,35,"Juice, tomato and vegetable, low sodium","Jus, tomates et légumes, conserve, faible en sodium",43365,2004-03-09,2003-08-01,
1584,1584,9,0,"Jujube (chinese date), dried","Jujube (datte chinoise), sec",09147,1984-01-01,,
1583,1583,9,0,"Jujube (chinese date), raw","Jujube (datte chinoise), cru",09146,1984-01-01,,Ziziphus jujuba
6291,6291,1,9,"Kefir, (2-3.9% M.F.)","Kéfir, (2-3,9% M.G.)",,2007-06-28,,
4813,4813,17,0,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"") trim, raw","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, 3mm (1/8"") paré, cru",17258,2000-12-13,1997-04-01,
4814,4814,17,0,"Lamb, New Zealand, frozen, leg, whole, lean and fat, 3mm (1/8"") trim, roasted","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, parures de 3mm (1/8""), rôti",17259,2000-12-13,1997-04-01,
3492,3492,17,0,"Lamb, New Zealand, frozen, leg, whole, lean and fat, braised","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre et gras, braisé",17073,1990-01-01,,
3494,3494,17,0,"Lamb, New Zealand, frozen, leg, whole, lean, roasted","Agneau, Nouvelle-Zélande, congelé, gigot, entier, maigre, rôti",17075,1990-01-01,,
3496,3496,17,0,"Lamb, New Zealand, frozen, loin chop, lean and fat, broiled","Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, grillé",17077,1990-01-01,,
3495,3495,17,0,"Lamb, New Zealand, frozen, loin chop, lean and fat, raw","Agneau, Nouvelle-Zélande, congelé, longe, maigre et gras, cru",17076,1990-01-01,,
3498,3498,17,0,"Lamb, New Zealand, frozen, loin chop, lean, broiled","Agneau, Nouvelle-Zélande, congelé, longe, maigre, grillé",17079,1990-01-01,,
3497,3497,17,0,"Lamb, New Zealand, frozen, loin chop, lean, raw","Agneau, Nouvelle-Zélande, congelé, longe, maigre, cru",17078,1990-01-01,,
3493,3493,17,0,"Lamb, New Zealand, leg, chop / steak, lean, raw","Agneau, Nouvelle-Zélande, gigot, côtelette / steak, maigre, cru",17074,1990-01-01,,
3500,3500,17,0,"Lamb, New Zealand, rack - partly frenched, lean and fat, fast roasted","Agneau, Nouvelle-Zélande, carré, côtes partiellement exposées, maigre et gras, rôti",17081,1990-01-01,,
3499,3499,17,0,"Lamb, New Zealand, rack - partly frenched, lean and fat, raw","Agneau, Nouvelle-Zélande, carré, côtes partiellement exposées, maigre et gras, cru",17080,1990-01-01,,
2962,2962,14,30,"Lemonade with artificial sweetener, powder","Limonade avec édulcorant artificiel, poudre",14289,1988-01-01,,
2963,2963,14,30,"Lemonade with artificial sweetener, powder, water added","Limonade avec édulcorant artificiel, poudre, eau ajoutée",14290,1988-01-01,,
501670,6452,11,0,"Lentils, sprouted, stir-fried, with salt, no fat added","Lentilles, germées, sautées, sel ajouté, sans gras ajouté",11926,2009-03-17,,
2966,2966,14,1,"Malt beverage, includes non-alcoholic beer (<0.5% alcohol by volume)","Boisson au malt, incluant la bière désalcoolisée (<0,5% alcool par volume)",14305,1988-01-01,,
2903,2903,14,0,"Malted milk, chocolate flavour, powder, milk whole  milk","Lait malté, saveur de chocolat, poudre, avec lait entier",14318,1988-01-01,,
5275,5275,14,24,"Malted milk, chocolate flavour, powder, with 2% M.F. milk","Lait malté, saveur de chocolat, poudre, avec lait 2% M.G.",,2001-11-27,,
4358,4358,7,0,"Meat sticks, beef, non-refrigerated, smoked","Bâtonnets de viande, non-réfrigérés, fumés",19407,1994-01-01,,
5487,5487,1,35,"Milk, fluid, buttermilk, cultured, 2% M.F.","Babeurre, liquide, culture, 2% M.G.",42189,2004-03-09,2003-08-01,
4991,4991,18,0,"Muffin, blueberry flavour (artificial), dry mix, unprepared","Muffin, bleuets, saveur artificielle, mélange sec, non préparé",18566,2000-12-28,2000-02-01,
3917,3917,18,0,"Muffin, blueberry, dry mix, unprepared","Muffin, bleuets, mélange sec, non préparé",18275,1995-01-01,,
6219,6219,11,0,"Mushroom, Maitake, raw","Champignon, Maitake, cru",11993,2006-11-29,2006-11-01,Grifola frondosa
2540,2540,12,0,"Nuts, almond paste, sweetened","Noix, pâte d'amandes, sucrée",12071,1985-01-01,,
2567,2567,12,0,"Nuts, filberts or hazelnuts, dried","Noix, noisettes, avelines ou coudres, séchées",12120,1985-01-01,,Corylus spp.
2610,2610,12,0,"Nuts, simulated product, wheat-based, all flavours except macadamia, without salt","Noix, simili produit, base de blé, toutes les saveurs sauf macadamia, sans sel",12200,1985-01-01,,
3332,3332,16,0,Okara,Okara,16130,1988-01-01,,
2404,2404,11,3,"Onion rings, breaded, par fried, frozen, heated in oven","Oignons en rondelles, panés, pré-frits, congelés, chauffés au four",11296,1985-01-01,,
2403,2403,11,3,"Onion rings, breaded, par-fried, frozen, unprepared","Oignons en rondelles, panés, pré-frits, congelés, non préparés",11295,1985-01-01,,
3937,3937,18,0,"Pancake, buckwheat, dry mix, incomplete, unprepared","Crêpe, sarrasin, mélange sec incomplet, non préparé",18295,1995-01-01,,
3931,3931,18,0,"Pancake, plain (includes buttermilk), dry mix, complete, unprepared","Crêpe, nature (inclut au babeurre), mélange sec complet, non préparé",18289,1995-01-01,,
3933,3933,18,0,"Pancake, plain (includes buttermilk), dry mix, incomplete, unprepared","Crêpe, nature (inclut au babeurre), mélange sec incomplet, non préparé",18291,1995-01-01,,
502009,6782,18,36,"Pancake, plain, homemade with butter and maple syrup","Crêpe, nature, faite maison avec beurre et sirop d'érable",,2009-09-01,,
3939,3939,18,0,"Pancake, whole-wheat, dry mix, incomplete, unprepared","Crêpe, blé entier, mélange sec incomplet, non préparé",18299,1995-01-01,,
4458,4458,20,1,"Pasta, egg noodles, enriched, cooked","Pâtes, nouilles aux oeufs, enrichies, cuites",20110,1996-01-01,,
4512,4512,20,1,"Pasta, egg noodles, enriched, dry","Pâtes, nouilles aux oeufs, enrichies, sèches",20109,1996-01-01,,
4513,4513,20,1,"Pasta, egg noodles, spinach, enriched, dry","Pâtes, nouilles aux oeufs, épinards, enrichies, sèches",20111,1996-01-01,,
4507,4507,20,1,"Pasta, macaroni (elbow), enriched, cooked","Pâtes, macaroni (coudes), enrichi, cuit",20100,1996-01-01,,
4506,4506,20,1,"Pasta, macaroni (elbow), enriched, dry","Pâtes, macaroni (coudes), enrichi, sec",20099,1996-01-01,,
4509,4509,20,1,"Pasta, macaroni, protein-fortified, enriched, cooked","Pâtes, macaroni, enrichi de protéines, enrichi, cuit",20102,1996-01-01,,
4466,4466,20,1,"Pasta, spaghetti, enriched, cooked, salted","Pâtes, spaghetti, enrichi, cuit, salée",20321,1996-01-01,,
2153,2153,11,0,"Peas, mature seeds, sprouted, boiled, drained","Pois secs, germés, bouillis, égouttés",11317,1985-01-01,,
2152,2152,11,0,"Peas, mature seeds, sprouted, raw","Pois secs, germés, crus",11316,1985-01-01,,
501891,6668,18,0,"Pie crust, cookie-type, graham cracker, ready-to-serve","Croûte de tarte, type biscuit, graham, prête à servir",18942,2009-05-14,2009-05-14,
1658,1658,9,0,"Pineapple juice, frozen concentrate, unsweetened, undiluted","Ananas, jus, concentré, congelé, non sucré, non dilué",09274,1984-01-01,,
4780,4780,14,1,"Plant-based beverage, rice, enriched","Boisson à base de plantes, riz, enrichie",14639,2000-12-13,1997-04-01,
3975,3975,18,0,"Popover, dry mix, unprepared","Popover, mélange sec, non préparé",18339,1995-01-01,,
1981,1981,10,0,"Pork, cured, back bacon (cornmeal, peameal), uncooked","Porc, salé, bacon de dos (semoule de maïs), non chauffé",10130,1996-01-01,,
1875,1875,10,0,"Pork, cured, fat, unheated","Porc, salé, gras, non chauffé",10166,1985-01-01,,
1870,1870,10,0,"Pork, cured, ham, boneless, mini ham-half, extra lean (approximately 5% fat), unheated","Porc, salé, jambon, désossé, petit demi-jambon, très maigre (approximativement 5% de gras), non chauffé",10149,1985-01-01,,
5575,5575,10,35,"Pork, cured, ham, boneless, mini ham-half, extra lean and regular, cooked, reduced sodium","Porc, salé, jambon, faible en sodium, cuit",43325,2004-03-09,2003-08-01,
1888,1888,10,0,"Pork, cured, ham, boneless, mini ham-half, extra lean and regular, roasted","Porc, salé, jambon désossé, maigre et régulier, rôti",10183,1985-01-01,,
1887,1887,10,0,"Pork, cured, ham, boneless, mini ham-half, extra lean and regular, unheated","Porc, salé, jambon désossé, maigre et régulier, non chauffé",10182,1985-01-01,,
1938,1938,10,0,"Pork, cured, ham, boneless, mini ham-half, extra-lean (approximately 5% fat), roasted","Porc, salé, jambon désossé, extra-maigre (approximativement 5% M.G.), rôti",10134,1996-01-01,,
1861,1861,10,0,"Pork, cured, ham, boneless, mini ham-half, regular (11% fat), roasted","Porc, salé, jambon désossé, régulier (11% M.G.), rôti",10136,1985-01-01,,
1877,1877,10,0,"Pork, cured, ham, shoulder, arm picnic, lean and fat, roasted","Porc, salé, jambon, épaule, picnic, maigre et gras, rôti",10168,1985-01-01,,
1878,1878,10,0,"Pork, cured, ham, shoulder, arm picnic, lean, roasted","Porc, salé, jambon, épaule, picnic, maigre, rôti",10169,1985-01-01,,
1941,1941,10,23,"Pork, cured, ham, shoulder, cottage roll, lean and fat, roasted","Porc, salé, jambon, épaule, soc roulé (toupie), maigre et gras, rôti",,1996-01-01,,
1940,1940,10,23,"Pork, cured, ham, shoulder, cottage roll, lean and fat, unheated","Porc, salé, épaule, jambon, soc roulé (toupie), maigre et gras, non chauffé",10170,1996-01-01,,
1978,1978,10,23,"Pork, cured, ham, shoulder, picnic, boneless, lean, unheated","Porc, salé, jambon, épaule, picnic, désossé, maigre, non chauffé",10169,1996-01-01,,
5377,5377,7,0,"Pork/ham/chicken, canned, reduced sodium","Porc/jambon/poulet, en conserve, réduit en sodium",07906,2004-03-09,2003-08-01,
2187,2187,11,0,"Potato salad, homemade","Pomme de terre, salade, faite maison",11414,1985-01-01,,
2177,2177,11,0,"Potato, au gratin, dry mix, unprepared","Pomme de terre, au gratin, mélange sec, non préparé",11384,1985-01-01,,
